Date,Service,Region,CostUSD,UsageQuantity
2025-10-11,Amazon CloudWatch,us-east-1,0.0,34.74
2025-10-11,Amazon CloudWatch,us-west-2,0.0,23.16
2025-10-11,Amazon CloudWatch,ap-northeast-1,0.0,11.58
2025-10-11,AWS KMS,us-east-1,2.51,22.96
2025-10-11,AWS KMS,us-west-2,1.67,15.31
2025-10-11,AWS KMS,ap-northeast-1,0.84,7.65
2025-10-12,Amazon EC2,us-east-1,0.29,30.03
2025-10-12,Amazon EC2,us-west-2,0.2,20.02
2025-10-12,Amazon EC2,ap-northeast-1,0.1,10.01
2025-10-12,Amazon S3,us-east-1,0.0,31.48
2025-10-12,Amazon S3,us-west-2,0.0,20.99
2025-10-12,Amazon S3,ap-northeast-1,0.0,10.49
2025-10-12,Amazon RDS,us-east-1,0.26,25.54
2025-10-12,Amazon RDS,us-west-2,0.17,17.02
2025-10-12,Amazon RDS,ap-northeast-1,0.09,8.51
2025-10-12,AWS Lambda,us-east-1,2.32,36.7
2025-10-12,AWS Lambda,us-west-2,1.55,24.46
2025-10-12,AWS Lambda,ap-northeast-1,0.77,12.23
2025-10-12,Amazon CloudFront,us-east-1,2.23,18.06
2025-10-12,Amazon CloudFront,us-west-2,1.49,12.04
2025-10-12,Amazon CloudFront,ap-northeast-1,0.74,6.02
2025-10-12,Amazon DynamoDB,us-east-1,1.74,37.73
2025-10-12,Amazon DynamoDB,us-west-2,1.16,25.15
2025-10-12,Amazon DynamoDB,ap-northeast-1,0.58,12.58
2025-10-12,Amazon EBS,us-east-1,3.31,21.14
2025-10-12,Amazon EBS,us-west-2,2.2,14.1
2025-10-12,Amazon EBS,ap-northeast-1,1.1,7.05
2025-10-12,Amazon VPC,us-east-1,2.15,9.33
2025-10-12,Amazon VPC,us-west-2,1.43,6.22
2025-10-12,Amazon VPC,ap-northeast-1,0.71,3.11
2025-10-12,Amazon Route 53,us-east-1,3.08,7.4
2025-10-12,Amazon Route 53,us-west-2,2.06,4.93
2025-10-12,Amazon Route 53,ap-northeast-1,1.03,2.47
2025-10-12,Amazon SNS,us-east-1,3.63,26.29
2025-10-12,Amazon SNS,us-west-2,2.42,17.52
2025-10-12,Amazon SNS,ap-northeast-1,1.21,8.76
2025-10-12,Amazon SQS,us-east-1,6.08,14.0
2025-10-12,Amazon SQS,us-west-2,4.05,9.33
2025-10-12,Amazon SQS,ap-northeast-1,2.03,4.67
2025-10-12,AWS Glue,us-east-1,2.35,42.98
2025-10-12,AWS Glue,us-west-2,1.56,28.66
2025-10-12,AWS Glue,ap-northeast-1,0.78,14.33
2025-10-12,Amazon Redshift,us-east-1,4.29,18.04
2025-10-12,Amazon Redshift,us-west-2,2.86,12.03
2025-10-12,Amazon Redshift,ap-northeast-1,1.43,6.01
2025-10-12,Amazon Athena,us-east-1,2.83,25.02
2025-10-12,Amazon Athena,us-west-2,1.89,16.68
2025-10-12,Amazon Athena,ap-northeast-1,0.94,8.34
2025-10-12,AWS Step Functions,us-east-1,2.92,18.02
2025-10-12,AWS Step Functions,us-west-2,1.95,12.01
2025-10-12,AWS Step Functions,ap-northeast-1,0.97,6.0
2025-10-12,Amazon EKS,us-east-1,2.37,9.02
2025-10-12,Amazon EKS,us-west-2,1.58,6.01
2025-10-12,Amazon EKS,ap-northeast-1,0.79,3.01
2025-10-12,Amazon ECS,us-east-1,2.71,29.5
2025-10-12,Amazon ECS,us-west-2,1.8,19.67
2025-10-12,Amazon ECS,ap-northeast-1,0.9,9.83
2025-10-12,AWS CloudTrail,us-east-1,2.16,8.85
2025-10-12,AWS CloudTrail,us-west-2,1.44,5.9
2025-10-12,AWS CloudTrail,ap-northeast-1,0.72,2.95
2025-10-12,Amazon CloudWatch,us-east-1,3.98,28.64
2025-10-12,Amazon CloudWatch,us-west-2,2.66,19.1
2025-10-12,Amazon CloudWatch,ap-northeast-1,1.33,9.55
2025-10-12,AWS KMS,us-east-1,1.41,22.2
2025-10-12,AWS KMS,us-west-2,0.94,14.8
2025-10-12,AWS KMS,ap-northeast-1,0.47,7.4
2025-10-13,Amazon EC2,us-east-1,0.25,14.74
2025-10-13,Amazon EC2,us-west-2,0.17,9.83
2025-10-13,Amazon EC2,ap-northeast-1,0.08,4.91
2025-10-13,Amazon S3,us-east-1,1.7,37.28
2025-10-13,Amazon S3,us-west-2,1.13,24.86
2025-10-13,Amazon S3,ap-northeast-1,0.56,12.43
2025-10-13,Amazon RDS,us-east-1,1.54,31.4
2025-10-13,Amazon RDS,us-west-2,1.03,20.93
2025-10-13,Amazon RDS,ap-northeast-1,0.51,10.47
2025-10-13,AWS Lambda,us-east-1,1.7,27.48
2025-10-13,AWS Lambda,us-west-2,1.13,18.32
2025-10-13,AWS Lambda,ap-northeast-1,0.56,9.16
2025-10-13,Amazon CloudFront,us-east-1,2.29,33.73
2025-10-13,Amazon CloudFront,us-west-2,1.53,22.49
2025-10-13,Amazon CloudFront,ap-northeast-1,0.76,11.24
2025-10-13,Amazon DynamoDB,us-east-1,1.7,9.28
2025-10-13,Amazon DynamoDB,us-west-2,1.13,6.18
2025-10-13,Amazon DynamoDB,ap-northeast-1,0.57,3.09
2025-10-13,Amazon EBS,us-east-1,0.42,19.68
2025-10-13,Amazon EBS,us-west-2,0.28,13.12
2025-10-13,Amazon EBS,ap-northeast-1,0.14,6.56
2025-10-13,Amazon VPC,us-east-1,0.62,29.1
2025-10-13,Amazon VPC,us-west-2,0.42,19.4
2025-10-13,Amazon VPC,ap-northeast-1,0.21,9.7
2025-10-13,Amazon Route 53,us-east-1,1.8,48.74
2025-10-13,Amazon Route 53,us-west-2,1.2,32.5
2025-10-13,Amazon Route 53,ap-northeast-1,0.6,16.25
2025-10-13,Amazon SNS,us-east-1,0.0,27.04
2025-10-13,Amazon SNS,us-west-2,0.0,18.02
2025-10-13,Amazon SNS,ap-northeast-1,0.0,9.01
2025-10-13,Amazon SQS,us-east-1,0.81,20.07
2025-10-13,Amazon SQS,us-west-2,0.54,13.38
2025-10-13,Amazon SQS,ap-northeast-1,0.27,6.69
2025-10-13,AWS Glue,us-east-1,2.71,1.75
2025-10-13,AWS Glue,us-west-2,1.81,1.16
2025-10-13,AWS Glue,ap-northeast-1,0.9,0.58
2025-10-13,Amazon Redshift,us-east-1,2.85,44.03
2025-10-13,Amazon Redshift,us-west-2,1.9,29.35
2025-10-13,Amazon Redshift,ap-northeast-1,0.95,14.68
2025-10-13,Amazon Athena,us-east-1,1.82,27.6
2025-10-13,Amazon Athena,us-west-2,1.21,18.4
2025-10-13,Amazon Athena,ap-northeast-1,0.61,9.2
2025-10-13,AWS Step Functions,us-east-1,4.04,23.36
2025-10-13,AWS Step Functions,us-west-2,2.69,15.57
2025-10-13,AWS Step Functions,ap-northeast-1,1.34,7.79
2025-10-13,Amazon EKS,us-east-1,1.63,2.25
2025-10-13,Amazon EKS,us-west-2,1.09,1.5
2025-10-13,Amazon EKS,ap-northeast-1,0.54,0.75
2025-10-13,Amazon ECS,us-east-1,3.46,23.87
2025-10-13,Amazon ECS,us-west-2,2.31,15.91
2025-10-13,Amazon ECS,ap-northeast-1,1.15,7.96
2025-10-13,AWS CloudTrail,us-east-1,0.98,26.27
2025-10-13,AWS CloudTrail,us-west-2,0.65,17.51
2025-10-13,AWS CloudTrail,ap-northeast-1,0.33,8.75
2025-10-13,Amazon CloudWatch,us-east-1,1.62,19.71
2025-10-13,Amazon CloudWatch,us-west-2,1.08,13.14
2025-10-13,Amazon CloudWatch,ap-northeast-1,0.54,6.57
2025-10-13,AWS KMS,us-east-1,3.41,11.62
2025-10-13,AWS KMS,us-west-2,2.27,7.74
2025-10-13,AWS KMS,ap-northeast-1,1.14,3.87
2025-10-14,Amazon EC2,us-east-1,4.07,11.03
2025-10-14,Amazon EC2,us-west-2,2.71,7.35
2025-10-14,Amazon EC2,ap-northeast-1,1.36,3.67
2025-10-14,Amazon S3,us-east-1,1.5,44.23
2025-10-14,Amazon S3,us-west-2,1.0,29.49
2025-10-14,Amazon S3,ap-northeast-1,0.5,14.74
2025-10-14,Amazon RDS,us-east-1,4.19,25.98
2025-10-14,Amazon RDS,us-west-2,2.79,17.32
2025-10-14,Amazon RDS,ap-northeast-1,1.4,8.66
2025-10-14,AWS Lambda,us-east-1,1.09,19.7
2025-10-14,AWS Lambda,us-west-2,0.73,13.14
2025-10-14,AWS Lambda,ap-northeast-1,0.36,6.57
2025-10-14,Amazon CloudFront,us-east-1,2.61,25.38
2025-10-14,Amazon CloudFront,us-west-2,1.74,16.92
2025-10-14,Amazon CloudFront,ap-northeast-1,0.87,8.46
2025-10-14,Amazon DynamoDB,us-east-1,2.37,24.69
2025-10-14,Amazon DynamoDB,us-west-2,1.58,16.46
2025-10-14,Amazon DynamoDB,ap-northeast-1,0.79,8.23
2025-10-14,Amazon EBS,us-east-1,2.18,10.58
2025-10-14,Amazon EBS,us-west-2,1.45,7.05
2025-10-14,Amazon EBS,ap-northeast-1,0.73,3.53
2025-10-14,Amazon VPC,us-east-1,1.73,34.15
2025-10-14,Amazon VPC,us-west-2,1.15,22.76
2025-10-14,Amazon VPC,ap-northeast-1,0.57,11.38
2025-10-14,Amazon Route 53,us-east-1,0.45,23.11
2025-10-14,Amazon Route 53,us-west-2,0.3,15.4
2025-10-14,Amazon Route 53,ap-northeast-1,0.15,7.7
2025-10-14,Amazon SNS,us-east-1,1.27,26.11
2025-10-14,Amazon SNS,us-west-2,0.85,17.41
2025-10-14,Amazon SNS,ap-northeast-1,0.42,8.7
2025-10-14,Amazon SQS,us-east-1,1.92,39.77
2025-10-14,Amazon SQS,us-west-2,1.28,26.52
2025-10-14,Amazon SQS,ap-northeast-1,0.64,13.26
2025-10-14,AWS Glue,us-east-1,3.26,11.88
2025-10-14,AWS Glue,us-west-2,2.17,7.92
2025-10-14,AWS Glue,ap-northeast-1,1.09,3.96
2025-10-14,Amazon Redshift,us-east-1,3.5,17.25
2025-10-14,Amazon Redshift,us-west-2,2.34,11.5
2025-10-14,Amazon Redshift,ap-northeast-1,1.17,5.75
2025-10-14,Amazon Athena,us-east-1,1.64,28.14
2025-10-14,Amazon Athena,us-west-2,1.09,18.76
2025-10-14,Amazon Athena,ap-northeast-1,0.54,9.38
2025-10-14,AWS Step Functions,us-east-1,1.76,33.93
2025-10-14,AWS Step Functions,us-west-2,1.17,22.62
2025-10-14,AWS Step Functions,ap-northeast-1,0.59,11.31
2025-10-14,Amazon EKS,us-east-1,1.34,18.81
2025-10-14,Amazon EKS,us-west-2,0.89,12.54
2025-10-14,Amazon EKS,ap-northeast-1,0.45,6.27
2025-10-14,Amazon ECS,us-east-1,1.51,19.34
2025-10-14,Amazon ECS,us-west-2,1.01,12.9
2025-10-14,Amazon ECS,ap-northeast-1,0.5,6.45
2025-10-14,AWS CloudTrail,us-east-1,4.15,31.29
2025-10-14,AWS CloudTrail,us-west-2,2.77,20.86
2025-10-14,AWS CloudTrail,ap-northeast-1,1.38,10.43
2025-10-14,Amazon CloudWatch,us-east-1,5.07,47.67
2025-10-14,Amazon CloudWatch,us-west-2,3.38,31.78
2025-10-14,Amazon CloudWatch,ap-northeast-1,1.69,15.89
2025-10-14,AWS KMS,us-east-1,0.95,25.7
2025-10-14,AWS KMS,us-west-2,0.64,17.14
2025-10-14,AWS KMS,ap-northeast-1,0.32,8.57
2025-10-15,Amazon EC2,us-east-1,0.73,17.23
2025-10-15,Amazon EC2,us-west-2,0.49,11.48
2025-10-15,Amazon EC2,ap-northeast-1,0.24,5.74
2025-10-15,Amazon S3,us-east-1,1.55,14.43
2025-10-15,Amazon S3,us-west-2,1.04,9.62
2025-10-15,Amazon S3,ap-northeast-1,0.52,4.81
2025-10-15,Amazon RDS,us-east-1,0.92,23.55
2025-10-15,Amazon RDS,us-west-2,0.61,15.7
2025-10-15,Amazon RDS,ap-northeast-1,0.31,7.85
2025-10-15,AWS Lambda,us-east-1,0.68,33.42
2025-10-15,AWS Lambda,us-west-2,0.45,22.28
2025-10-15,AWS Lambda,ap-northeast-1,0.23,11.14
2025-10-15,Amazon CloudFront,us-east-1,1.12,53.09
2025-10-15,Amazon CloudFront,us-west-2,0.75,35.4
2025-10-15,Amazon CloudFront,ap-northeast-1,0.38,17.7
2025-10-15,Amazon DynamoDB,us-east-1,1.82,25.72
2025-10-15,Amazon DynamoDB,us-west-2,1.22,17.15
2025-10-15,Amazon DynamoDB,ap-northeast-1,0.61,8.57
2025-10-15,Amazon EBS,us-east-1,0.56,42.06
2025-10-15,Amazon EBS,us-west-2,0.37,28.04
2025-10-15,Amazon EBS,ap-northeast-1,0.18,14.02
2025-10-15,Amazon VPC,us-east-1,4.18,27.97
2025-10-15,Amazon VPC,us-west-2,2.79,18.65
2025-10-15,Amazon VPC,ap-northeast-1,1.39,9.32
2025-10-15,Amazon Route 53,us-east-1,0.48,27.11
2025-10-15,Amazon Route 53,us-west-2,0.32,18.07
2025-10-15,Amazon Route 53,ap-northeast-1,0.16,9.04
2025-10-15,Amazon SNS,us-east-1,0.82,39.62
2025-10-15,Amazon SNS,us-west-2,0.55,26.42
2025-10-15,Amazon SNS,ap-northeast-1,0.27,13.21
2025-10-15,Amazon SQS,us-east-1,3.71,25.95
2025-10-15,Amazon SQS,us-west-2,2.48,17.3
2025-10-15,Amazon SQS,ap-northeast-1,1.24,8.65
2025-10-15,AWS Glue,us-east-1,0.0,15.16
2025-10-15,AWS Glue,us-west-2,0.0,10.11
2025-10-15,AWS Glue,ap-northeast-1,0.0,5.05
2025-10-15,Amazon Redshift,us-east-1,3.53,37.13
2025-10-15,Amazon Redshift,us-west-2,2.35,24.75
2025-10-15,Amazon Redshift,ap-northeast-1,1.18,12.38
2025-10-15,Amazon Athena,us-east-1,4.17,9.08
2025-10-15,Amazon Athena,us-west-2,2.78,6.05
2025-10-15,Amazon Athena,ap-northeast-1,1.39,3.03
2025-10-15,AWS Step Functions,us-east-1,2.95,35.16
2025-10-15,AWS Step Functions,us-west-2,1.97,23.44
2025-10-15,AWS Step Functions,ap-northeast-1,0.98,11.72
2025-10-15,Amazon EKS,us-east-1,0.01,24.92
2025-10-15,Amazon EKS,us-west-2,0.01,16.61
2025-10-15,Amazon EKS,ap-northeast-1,0.0,8.31
2025-10-15,Amazon ECS,us-east-1,2.91,21.99
2025-10-15,Amazon ECS,us-west-2,1.94,14.66
2025-10-15,Amazon ECS,ap-northeast-1,0.97,7.33
2025-10-15,AWS CloudTrail,us-east-1,0.0,21.75
2025-10-15,AWS CloudTrail,us-west-2,0.0,14.5
2025-10-15,AWS CloudTrail,ap-northeast-1,0.0,7.25
2025-10-15,Amazon CloudWatch,us-east-1,2.01,23.52
2025-10-15,Amazon CloudWatch,us-west-2,1.34,15.68
2025-10-15,Amazon CloudWatch,ap-northeast-1,0.67,7.84
2025-10-15,AWS KMS,us-east-1,1.66,20.57
2025-10-15,AWS KMS,us-west-2,1.1,13.71
2025-10-15,AWS KMS,ap-northeast-1,0.55,6.86
2025-10-16,Amazon EC2,us-east-1,2.44,29.43
2025-10-16,Amazon EC2,us-west-2,1.63,19.62
2025-10-16,Amazon EC2,ap-northeast-1,0.81,9.81
2025-10-16,Amazon S3,us-east-1,2.04,20.91
2025-10-16,Amazon S3,us-west-2,1.36,13.94
2025-10-16,Amazon S3,ap-northeast-1,0.68,6.97
2025-10-16,Amazon RDS,us-east-1,2.64,5.79
2025-10-16,Amazon RDS,us-west-2,1.76,3.86
2025-10-16,Amazon RDS,ap-northeast-1,0.88,1.93
2025-10-16,AWS Lambda,us-east-1,3.21,25.0
2025-10-16,AWS Lambda,us-west-2,2.14,16.66
2025-10-16,AWS Lambda,ap-northeast-1,1.07,8.33
2025-10-16,Amazon CloudFront,us-east-1,2.56,34.6
2025-10-16,Amazon CloudFront,us-west-2,1.71,23.07
2025-10-16,Amazon CloudFront,ap-northeast-1,0.85,11.53
2025-10-16,Amazon DynamoDB,us-east-1,0.0,5.26
2025-10-16,Amazon DynamoDB,us-west-2,0.0,3.51
2025-10-16,Amazon DynamoDB,ap-northeast-1,0.0,1.75
2025-10-16,Amazon EBS,us-east-1,2.91,24.93
2025-10-16,Amazon EBS,us-west-2,1.94,16.62
2025-10-16,Amazon EBS,ap-northeast-1,0.97,8.31
2025-10-16,Amazon VPC,us-east-1,2.75,20.38
2025-10-16,Amazon VPC,us-west-2,1.84,13.59
2025-10-16,Amazon VPC,ap-northeast-1,0.92,6.79
2025-10-16,Amazon Route 53,us-east-1,3.5,34.33
2025-10-16,Amazon Route 53,us-west-2,2.33,22.88
2025-10-16,Amazon Route 53,ap-northeast-1,1.17,11.44
2025-10-16,Amazon SNS,us-east-1,3.23,22.39
2025-10-16,Amazon SNS,us-west-2,2.15,14.93
2025-10-16,Amazon SNS,ap-northeast-1,1.07,7.46
2025-10-16,Amazon SQS,us-east-1,0.0,32.69
2025-10-16,Amazon SQS,us-west-2,0.0,21.79
2025-10-16,Amazon SQS,ap-northeast-1,0.0,10.9
2025-10-16,AWS Glue,us-east-1,4.33,31.45
2025-10-16,AWS Glue,us-west-2,2.89,20.96
2025-10-16,AWS Glue,ap-northeast-1,1.44,10.48
2025-10-16,Amazon Redshift,us-east-1,1.18,31.74
2025-10-16,Amazon Redshift,us-west-2,0.79,21.16
2025-10-16,Amazon Redshift,ap-northeast-1,0.39,10.58
2025-10-16,Amazon Athena,us-east-1,3.79,40.59
2025-10-16,Amazon Athena,us-west-2,2.53,27.06
2025-10-16,Amazon Athena,ap-northeast-1,1.26,13.53
2025-10-16,AWS Step Functions,us-east-1,1.19,22.73
2025-10-16,AWS Step Functions,us-west-2,0.79,15.16
2025-10-16,AWS Step Functions,ap-northeast-1,0.4,7.58
2025-10-16,Amazon EKS,us-east-1,3.62,25.57
2025-10-16,Amazon EKS,us-west-2,2.41,17.05
2025-10-16,Amazon EKS,ap-northeast-1,1.21,8.52
2025-10-16,Amazon ECS,us-east-1,0.82,29.14
2025-10-16,Amazon ECS,us-west-2,0.55,19.43
2025-10-16,Amazon ECS,ap-northeast-1,0.27,9.71
2025-10-16,AWS CloudTrail,us-east-1,3.37,25.88
2025-10-16,AWS CloudTrail,us-west-2,2.25,17.25
2025-10-16,AWS CloudTrail,ap-northeast-1,1.12,8.63
2025-10-16,Amazon CloudWatch,us-east-1,2.83,22.41
2025-10-16,Amazon CloudWatch,us-west-2,1.89,14.94
2025-10-16,Amazon CloudWatch,ap-northeast-1,0.94,7.47
2025-10-16,AWS KMS,us-east-1,4.71,15.99
2025-10-16,AWS KMS,us-west-2,3.14,10.66
2025-10-16,AWS KMS,ap-northeast-1,1.57,5.33
2025-10-17,Amazon EC2,us-east-1,1.62,25.11
2025-10-17,Amazon EC2,us-west-2,1.08,16.74
2025-10-17,Amazon EC2,ap-northeast-1,0.54,8.37
2025-10-17,Amazon S3,us-east-1,3.82,10.03
2025-10-17,Amazon S3,us-west-2,2.55,6.68
2025-10-17,Amazon S3,ap-northeast-1,1.27,3.34
2025-10-17,Amazon RDS,us-east-1,0.54,4.62
2025-10-17,Amazon RDS,us-west-2,0.36,3.08
2025-10-17,Amazon RDS,ap-northeast-1,0.18,1.54
2025-10-17,AWS Lambda,us-east-1,2.55,13.81
2025-10-17,AWS Lambda,us-west-2,1.7,9.21
2025-10-17,AWS Lambda,ap-northeast-1,0.85,4.6
2025-10-17,Amazon CloudFront,us-east-1,1.93,31.61
2025-10-17,Amazon CloudFront,us-west-2,1.28,21.08
2025-10-17,Amazon CloudFront,ap-northeast-1,0.64,10.54
2025-10-17,Amazon DynamoDB,us-east-1,1.54,27.32
2025-10-17,Amazon DynamoDB,us-west-2,1.03,18.21
2025-10-17,Amazon DynamoDB,ap-northeast-1,0.51,9.11
2025-10-17,Amazon EBS,us-east-1,2.05,31.72
2025-10-17,Amazon EBS,us-west-2,1.37,21.15
2025-10-17,Amazon EBS,ap-northeast-1,0.68,10.57
2025-10-17,Amazon VPC,us-east-1,3.21,18.08
2025-10-17,Amazon VPC,us-west-2,2.14,12.05
2025-10-17,Amazon VPC,ap-northeast-1,1.07,6.03
2025-10-17,Amazon Route 53,us-east-1,2.25,35.44
2025-10-17,Amazon Route 53,us-west-2,1.5,23.62
2025-10-17,Amazon Route 53,ap-northeast-1,0.75,11.81
2025-10-17,Amazon SNS,us-east-1,3.09,11.03
2025-10-17,Amazon SNS,us-west-2,2.06,7.35
2025-10-17,Amazon SNS,ap-northeast-1,1.03,3.68
2025-10-17,Amazon SQS,us-east-1,3.48,14.15
2025-10-17,Amazon SQS,us-west-2,2.32,9.44
2025-10-17,Amazon SQS,ap-northeast-1,1.16,4.72
2025-10-17,AWS Glue,us-east-1,4.62,35.24
2025-10-17,AWS Glue,us-west-2,3.08,23.49
2025-10-17,AWS Glue,ap-northeast-1,1.54,11.75
2025-10-17,Amazon Redshift,us-east-1,2.94,26.57
2025-10-17,Amazon Redshift,us-west-2,1.96,17.71
2025-10-17,Amazon Redshift,ap-northeast-1,0.98,8.86
2025-10-17,Amazon Athena,us-east-1,2.19,31.79
2025-10-17,Amazon Athena,us-west-2,1.46,21.19
2025-10-17,Amazon Athena,ap-northeast-1,0.73,10.59
2025-10-17,AWS Step Functions,us-east-1,1.95,27.36
2025-10-17,AWS Step Functions,us-west-2,1.3,18.24
2025-10-17,AWS Step Functions,ap-northeast-1,0.65,9.12
2025-10-17,Amazon EKS,us-east-1,3.81,19.38
2025-10-17,Amazon EKS,us-west-2,2.54,12.92
2025-10-17,Amazon EKS,ap-northeast-1,1.27,6.46
2025-10-17,Amazon ECS,us-east-1,1.57,13.05
2025-10-17,Amazon ECS,us-west-2,1.05,8.7
2025-10-17,Amazon ECS,ap-northeast-1,0.52,4.35
2025-10-17,AWS CloudTrail,us-east-1,0.91,6.71
2025-10-17,AWS CloudTrail,us-west-2,0.6,4.48
2025-10-17,AWS CloudTrail,ap-northeast-1,0.3,2.24
2025-10-17,Amazon CloudWatch,us-east-1,3.6,43.09
2025-10-17,Amazon CloudWatch,us-west-2,2.4,28.73
2025-10-17,Amazon CloudWatch,ap-northeast-1,1.2,14.36
2025-10-17,AWS KMS,us-east-1,4.64,8.74
2025-10-17,AWS KMS,us-west-2,3.09,5.83
2025-10-17,AWS KMS,ap-northeast-1,1.55,2.91
2025-10-18,Amazon EC2,us-east-1,3.58,39.22
2025-10-18,Amazon EC2,us-west-2,2.39,26.15
2025-10-18,Amazon EC2,ap-northeast-1,1.19,13.07
2025-10-18,Amazon S3,us-east-1,1.81,26.02
2025-10-18,Amazon S3,us-west-2,1.21,17.34
2025-10-18,Amazon S3,ap-northeast-1,0.6,8.67
2025-10-18,Amazon RDS,us-east-1,0.0,27.66
2025-10-18,Amazon RDS,us-west-2,0.0,18.44
2025-10-18,Amazon RDS,ap-northeast-1,0.0,9.22
2025-10-18,AWS Lambda,us-east-1,0.91,27.0
2025-10-18,AWS Lambda,us-west-2,0.6,18.0
2025-10-18,AWS Lambda,ap-northeast-1,0.3,9.0
2025-10-18,Amazon CloudFront,us-east-1,0.16,30.43
2025-10-18,Amazon CloudFront,us-west-2,0.11,20.29
2025-10-18,Amazon CloudFront,ap-northeast-1,0.05,10.14
2025-10-18,Amazon DynamoDB,us-east-1,4.04,17.17
2025-10-18,Amazon DynamoDB,us-west-2,2.69,11.45
2025-10-18,Amazon DynamoDB,ap-northeast-1,1.34,5.72
2025-10-18,Amazon EBS,us-east-1,0.8,3.44
2025-10-18,Amazon EBS,us-west-2,0.53,2.29
2025-10-18,Amazon EBS,ap-northeast-1,0.27,1.15
2025-10-18,Amazon VPC,us-east-1,2.1,19.18
2025-10-18,Amazon VPC,us-west-2,1.4,12.79
2025-10-18,Amazon VPC,ap-northeast-1,0.7,6.39
2025-10-18,Amazon Route 53,us-east-1,0.17,29.53
2025-10-18,Amazon Route 53,us-west-2,0.12,19.69
2025-10-18,Amazon Route 53,ap-northeast-1,0.06,9.84
2025-10-18,Amazon SNS,us-east-1,1.82,14.24
2025-10-18,Amazon SNS,us-west-2,1.22,9.5
2025-10-18,Amazon SNS,ap-northeast-1,0.61,4.75
2025-10-18,Amazon SQS,us-east-1,1.67,35.72
2025-10-18,Amazon SQS,us-west-2,1.11,23.81
2025-10-18,Amazon SQS,ap-northeast-1,0.56,11.91
2025-10-18,AWS Glue,us-east-1,3.4,23.7
2025-10-18,AWS Glue,us-west-2,2.27,15.8
2025-10-18,AWS Glue,ap-northeast-1,1.13,7.9
2025-10-18,Amazon Redshift,us-east-1,3.43,13.39
2025-10-18,Amazon Redshift,us-west-2,2.29,8.93
2025-10-18,Amazon Redshift,ap-northeast-1,1.14,4.46
2025-10-18,Amazon Athena,us-east-1,2.55,26.48
2025-10-18,Amazon Athena,us-west-2,1.7,17.65
2025-10-18,Amazon Athena,ap-northeast-1,0.85,8.82
2025-10-18,AWS Step Functions,us-east-1,1.79,29.36
2025-10-18,AWS Step Functions,us-west-2,1.2,19.57
2025-10-18,AWS Step Functions,ap-northeast-1,0.6,9.79
2025-10-18,Amazon EKS,us-east-1,1.33,30.1
2025-10-18,Amazon EKS,us-west-2,0.89,20.07
2025-10-18,Amazon EKS,ap-northeast-1,0.44,10.03
2025-10-18,Amazon ECS,us-east-1,3.33,0.0
2025-10-18,Amazon ECS,us-west-2,2.22,0.0
2025-10-18,Amazon ECS,ap-northeast-1,1.11,0.0
2025-10-18,AWS CloudTrail,us-east-1,4.29,0.0
2025-10-18,AWS CloudTrail,us-west-2,2.86,0.0
2025-10-18,AWS CloudTrail,ap-northeast-1,1.43,0.0
2025-10-18,Amazon CloudWatch,us-east-1,1.57,35.26
2025-10-18,Amazon CloudWatch,us-west-2,1.05,23.5
2025-10-18,Amazon CloudWatch,ap-northeast-1,0.52,11.75
2025-10-18,AWS KMS,us-east-1,2.02,10.34
2025-10-18,AWS KMS,us-west-2,1.35,6.89
2025-10-18,AWS KMS,ap-northeast-1,0.67,3.45
2025-10-19,Amazon EC2,us-east-1,0.86,35.27
2025-10-19,Amazon EC2,us-west-2,0.57,23.51
2025-10-19,Amazon EC2,ap-northeast-1,0.29,11.76
2025-10-19,Amazon S3,us-east-1,0.0,36.29
2025-10-19,Amazon S3,us-west-2,0.0,24.19
2025-10-19,Amazon S3,ap-northeast-1,0.0,12.1
2025-10-19,Amazon RDS,us-east-1,2.42,13.07
2025-10-19,Amazon RDS,us-west-2,1.61,8.72
2025-10-19,Amazon RDS,ap-northeast-1,0.8,4.36
2025-10-19,AWS Lambda,us-east-1,1.62,14.83
2025-10-19,AWS Lambda,us-west-2,1.08,9.89
2025-10-19,AWS Lambda,ap-northeast-1,0.54,4.94
2025-10-19,Amazon CloudFront,us-east-1,3.8,32.33
2025-10-19,Amazon CloudFront,us-west-2,2.53,21.55
2025-10-19,Amazon CloudFront,ap-northeast-1,1.27,10.78
2025-10-19,Amazon DynamoDB,us-east-1,0.0,20.96
2025-10-19,Amazon DynamoDB,us-west-2,0.0,13.98
2025-10-19,Amazon DynamoDB,ap-northeast-1,0.0,6.99
2025-10-19,Amazon EBS,us-east-1,1.21,37.94
2025-10-19,Amazon EBS,us-west-2,0.8,25.29
2025-10-19,Amazon EBS,ap-northeast-1,0.4,12.64
2025-10-19,Amazon VPC,us-east-1,0.47,41.04
2025-10-19,Amazon VPC,us-west-2,0.32,27.36
2025-10-19,Amazon VPC,ap-northeast-1,0.16,13.68
2025-10-19,Amazon Route 53,us-east-1,2.45,13.38
2025-10-19,Amazon Route 53,us-west-2,1.63,8.92
2025-10-19,Amazon Route 53,ap-northeast-1,0.82,4.46
2025-10-19,Amazon SNS,us-east-1,1.49,16.98
2025-10-19,Amazon SNS,us-west-2,0.99,11.32
2025-10-19,Amazon SNS,ap-northeast-1,0.49,5.66
2025-10-19,Amazon SQS,us-east-1,0.59,25.95
2025-10-19,Amazon SQS,us-west-2,0.39,17.3
